0,1
firefighters battle large blaze at fayetteville home HTTP HTTP HTTP,1
love this song so much one of my faves xxx,0
so beutiful,0
yeah youre an okay individual thingseveryboywantstohear,1
holy shit this dawnrichard album HTTP,1
aimed at closing the attainment gap first pell grants for high school students who take college classes HTTP npr,0
rt agentsoulful007 and present to you the isis of america aka the left aka the democrats aka the antifa HTTP,1
love this song so much ve heard it so much pretty much memorized the lyrics,0
always biting the inside of my cheek,0
this is so stupid if you roared at lion in real life you dede,0
hollie ur words to live by,0
fatal crash in contra costa county news,1
like it,0
true,0
subscribed btw you have good style keep it up brother,1
adamcbarrett2 djhaza dcexaminer who party is imploding hillary dead would lose in election emails reveal how corrupt dnc,1
lol,0
you gonna hear me roarrrr,0
oh look judge napolitano was right all along brits spied on trump on behald of obama corrupt HTTP,1
hello everyone know most of you probably pass up these kind of comments but for those who are still reading this thanks don have any money for advertisements no chance of getting heard nothing live in such small town if this comes off as spam sorry an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,1
check out my rapping hope you guys like it HTTP and follow and message me,1
why does song like this have more views than michael jackson smh,0
isis posing as refugee from syria welcomed with open arms into europe HTTP,1
remember this,0
why ai won be replacing human cyber analysts anytime soon HTTP,0
super,0
myanmar suu kyi readies for power as her party comes to parliament news,1
charlie from lost,0
went out dressed as chicken last night and got with girl who was dressed as an egg life long question was answered it was the chicken,0
subscribe to my channel,1
if love rihanna subscribe me,1
hahah did everyone just wake up tryn keep up notifications lol,0
anyone else notice that megan fox is in this video,0
its good song and like her video clip because its bout girl that her airplane crashed on land far far away and she found the way to survive and love the pet tiget too kitty purpy lol,0
just wanna be there where you are and gotta get one little taste,0
can we reach NUMBER billion views by december 2014,0
check out this video on youtube,1
get your tacks out poster is going up on the wall npowell2404 rtz HTTP,1
when james clapper got away with perjury american thinker maga nsa pjnet NUMBER HTTP HTTP,1
get smart about the internet of things with help from coursera and ibm iot training HTTP HTTP,0
the sabotage of flynn was coordinated attack by the foreign policy establishment of both parties HTTP,1
is that tiger called katty purry,0
HTTP is song,0
filmmaker ken burns turns eye to vietnam war HTTP HTTP,1
love this song so much,0
pain makes you stronger fear makes you braver heartbreaks make you wiser,0
subscribe amp like watch 5tu9gn1l310,1
lover this song,0
getting dope,0
ahaha funny girls HTTP,1
remember this song,0
happy birthday boi gowe6 kys reel HTTP,0
omg weird when your president isnt able to protect your life baltimoreriots baltimorevsracism,1
this week issue against the current 2016 hottest band HTTP HTTP,0
HTTP,1
brb going to yoga with my mom,0
god grants liberty only to those who love it and are always ready to guard and defend it HTTP,1
police arrest NUMBER people for drag racing cars motorcycles wheelers HTTP breaking,1
omg beliebers who excited about purposetour japan HTTP,0
lol thats the guy from animal planet and lost and the girl is megan fox think hahah,0
good video,0
how to get nina dobrev sexy smoky purple eye makeup HTTP via HTTP,0
please check out my new song music video ad dont play,1
447935454150 lovely girl talk to me xxx,1
israeli defense forces general likens israel to 1930s germany on holocaust remembrance day HTTP,0
can tell you you re wrong with smile HTTP,1
hey think know what where dealing with here have some theories of how this could ve gotten 2billion hits NUMBER this was mabey made in korea and its realy popular there so they were stuck watching this over and over again NUMBER over 2billion people have access to the internet including youtube and the numbers are rising by NUMBER half of the populatoin will be connected NUMBER hackers in korea may have loved it so much they rised it to 2billion hits to make it more popular NUMBER the song was featured in just dance game on multiple mp3s and been seen on concerts and even on new years eve event in 2012 so just by seeing those you mabey adding more hits to this video NUMBER you are complaining to much on how the heck this has 2b hits,0
it is exhausting blm HTTP,1
the what,0
the population of world is more than NUMBER billion,0
pres obama is off again this weekend but will return monday to continue not working with congress,1
french court suspends burkini ban controversy goes on world news,1
who is going to reach the billion first katy or taylor,0
if you ve forgotten what pre existing condition is here list of conditions that got you rejected in one pre aca insurance policy HTTP,1
hi this is johnny NUMBER if you already know my music thumb this up because you found it this way too NUMBER if you want to hear original songs completely made by NUMBER person continue reading sing write original music lyrics amp play guitar bass drums amp keyboards 39 man band my music is completely independent amp 100 listener supported if you want to hear it amp if you 39 re willing to help record new album click on my name picture thank you amp enjoy the music wish you awesome day,1
HTTP get money here,1
also luckymusiqlive she probably could help make it big because think have talent just look her name up on the internet hit me up when get this message,1
hey guys if you guys can please subscribe to my channel 39 young rapper really dedicated post video everyday post verse 16 bars part of song everyday to improve 39 doing this for NUMBER days right now 39 on day NUMBER 39 doing it for whole year without missing one day if you guys can please subscribe and follow me on my journey to my dream watch me improve it really means lot to me thank you won 39 let you down promise 39 lyrical keep it real,1
check out this video on youtube,1
wow betulllll,0
very excited as head up to the big smoke in london tomorrow to attend an fasd workshop with pac uk are any HTTP,0
danita david letterman calls on trump to resign HTTP dannis HTTP,1
thought about doing stuff today but think nap is taking over my thought process,0
buckcherry men launch spraygun war side project HTTP,0
tip sheet but isnt every day mens day at the capitol HTTP HTTP HTTP,1
major grated cheese brands hit by nationwide recall HTTP HTTP,1
addpotinamovie dude where my carb,1
local news north dakota regulators ok xcel energy settlement refund HTTP,1
please go in and see our channel and subscribe it would be nice mate,1
after protest officers who shot deliveryman are reassigned HTTP HTTP,1
HTTP qid 1415297812 ref olp tab refurbished ie utf8 amp condition refurbished amp qid 1415297812 amp sr,1
please visit this website HTTP,1
if eminem gets NUMBER penny per view he would have NUMBER million dollars,1
put famous people in the jungle for an hour and look what happens,0
hey avst thanks for the follow,0
arbitrary detention and torture widespread in eastern libya hrw tripoli reuters libya internationally recognized govern news,1
beautiful gifts for you and your home homebird the shabbychic gift shop todmorden cute kitsch HTTP,0
check out my music videos fuego la la remix HTTP,1
since when has katy perry had her own youtube channel,0
oh my god go to NUMBER billion of replay love shakira,0
focus cia told lawmakers last summer that it had info on russia trying to help trump info didn go public until after he won resist HTTP,1
everyone mom knows how to text now but sometimes they are adorably HTTP text fails HTTP,0
love this song,0
for sake of labour unity intend to to stay out of eu debate on personal basis voting to leave here HTTP,0
love you shkira,0
liberals are hell bent on rewriting history the bill of rights and the constitution had enough yet,1
katy perry does remind me of tiger like as if its her spirit animal lt,0
check out this video on youtube,1
you ll be if you vote for HTTP,0
bakerrosie odonnell denounces everyone who stands behind trump HTTP HTTP,1
that good,0
two french men stopped on way to islamic state in libya official world news,1
like this comment please,1
why do feel like as if gangnam style copied their song from this,0
eric schmidt NUMBER fast facts you need to know HTTP HTTP,1
pleas subscribe gamezz mta my channel br,1
it looks so real and my daughter is big fan and she likes lot of your songs,0
check out this playlist on youtube central,1
want to smack this year boy in to forever,0
what 39 with the guys jacket NUMBER sleeve and sleeveless arm,0
hillaryclinton are you alive,1
wake up each morning with smile in your heart it new day and you re alive christian prolife praytoendabortion,1
man wakes up to find robber pointing gun in his face HTTP HTTP,1
there was blood everywhere suspect at large after stabbing NUMBER men in edmonds HTTP HTTP,1
jessica talks about keeping in touch with girls generation and tiffany solo debut HTTP HTTP,0
schenectady cop aaron zampella accused of fleeing officer to plead to lesser charges HTTP php,0
HTTP HTTP,1
its hard enough to wait for it josh why must you taunt us,0
judge rules newtown lawsuit against gun maker can go forward business,1
thank you so much christa kim big fan,0
go to my channel if want to see fly getting burned alive,1
check out this video on youtube,1
get free gift cards and pay pal money,1
love this song because we sing it at camp all the time,0
bangladesh arrests three members of banned islamist group news,1
like this comment then type NUMBER,1
justice department offers plea bargain to hillary noted clinton author reports HTTP just,1
it very hot HTTP,0
inmate charged with murder in death of denver man in adams county jail HTTP HTTP,1
report thousands of clinton blumenthal computer files on deep web HTTP HTTP,1
check out daneja good girl,1
so beutiful,0
the storyline is fucking amazing cmon fandom drop ur theories monsta all in,0
now playing coca vango wanna HTTP,1
breaking nashville songwriters hall of famer guy clark dead at NUMBER HTTP HTTP,0
follow me on twitter freyacumqueen,1
for all you ladies out there check out this link you 39 ll find the hottest hairstyles and the latest trends for women go to this site and you 39 ll upgrade your hairstyles and fashion senses to higher level don 39 get left behind gt HTTP bxrosr,1
bethel island two burned in boat flash fire news,1
this looks so fun and it good song,0
north dakota needs to immediately drop its outrageous charges against journalist amy goodman HTTP,1
is that megan fox,0
bernie sanders can beat donald trump hillary clinton cant HTTP blm HTTP,1
yeswecancbus senrobportman demsocialists workingfamilies columbus dsa ohiowomensmarch womensmarch ultraviolet nbc4i 10tv nationaladapt showup4rj ourrevolution missjupiter1957 treekisser columbus pd violently forced people in out of senrobportman cbus office removed folks from their chairs then arrested livestreamer HTTP,1
love this song,0
join hcfvedchat on thurs may NUMBER at 8pm for conversation on mastery based HTTP,0
having no problem for like NUMBER months now is just weird,0
hey guys im NUMBER yr old music producer make chiptunes and 8bit music it would be wonderful if you checked out some of my 8bit remixes even have gangnamstyle 8bit remix if you would like to check that out thanks,1
check out my channel for funny skits thanks,1
please visit this website HTTP,1
watch aimbwbfqbzg watch and subscrible,1
eminem rihanna,0
it so funny it awesomeness lol aaaaaaa sexy lada,0
kno it NUMBER of them lazy days if my grandma grandpa still sleep,0
she is beautiful but it is not american,0
still listening in 2015,0
hello 39 from bulgaria,0
hey guys jaylan here and just wanted everybody to know if yall can subscribe please that would be great this is my new gaming channel have not uploaded yet but will upload if hit about NUMBER subs thank you,1
super bowl weekend friday feb 3rd antoniobrown presents the celebrity super slam charity game with snoopdogg djkhaled amp more HTTP,1
charles blow our president is pathological liar say it write it never become inured to it HTTP HTTP,1
vulnerabilityin5words don mess with my routine sip HTTP,1
lip synch is terrible,0
this teacher is helping her kids wish had teacher like this HTTP,1
kah stephen king tweets death threat to president trump HTTP ka HTTP,1
so pretty,0
know 39 all can check out amy music because yall got me go to da channel,1
href HTTP HTTP,1
where are shakifans,0
super rihanna,0
awesome,0
lingard still here HTTP,0
and somehow she has access to makeup in the middle of the woods,0
subscribe me please 39 ll promise 39 ll sub back,1
may breaking another nfl player refuses to stand for national anthem HTTP mayy HTTP,1
new insights and best practices that will help you create better charts jack parmer ceo HTTP,0
robber accidentally released from prison taunts authorities by posting picture enjoying pint HTTP HTTP,1
when see this back in NUMBER ask myself how people got to like this song seems like gangnam style copied this style though might just be me but yea,0
vigil held to remember transgender woman killed in dc HTTP,1
dear person reading this you are beautiful and loving have great day,0
good,0
michael jackson died NUMBER years ago and his legacy still elude HTTP HTTP,1
basketballmovies golden garden state warriors midnight,1
they re in love swear love them sm HTTP,0
check out this video on youtube,1
hi would appreciate it if you all could help to like this poster on facebook HTTP HTTP,1
follow me on instagram chris cz,1
just posted photo HTTP,0
ste breaking even more jobs coming to michigan HTTP HTTP,1
lol this youtuber officialpsy is getting so much money lol,0
appreciate it,0
sweet and bitter perfect concoction for this morning americano sweet coffee cafe HTTP,0
there honestly no reason need to be at school HTTP,0
suscribe my channel please,1
check out this playlist on youtube,1
blair tower to be remodeled owner also in talks to build new downtown development business,1
ddep breaking massive jailbreak in alabama they used peanut butter to escape HTTP debes HTTP,1
ilovemyfriendsbut to bad they are all stuffed animals,1
maybe ll become lawn mower just so have yards for my 2pm picnic nap,1
000 000 000 out of 000 000 000 people in the would saw this video just in NUMBER years and yeat only get NUMBER words out of the hole song,0
check out this video on youtu,1
NUMBER according to HTTP,0
sports penguins coach mike sullivan says joe thornton taught him well,1
the latest flsen florida senate HTTP thanks to danwantsfreedom flsen gop,1
june tax receipts come in HTTP million below expectations HTTP news,1
just spoke fremontfire coast guard found an object in the water but no confirmation it connected to missing kayaker nbcbayarea HTTP,1
hello marian singer from venezuela was part of boy girl band named cubik and now singing on my own cause wanted to play my own pop and pop rock songs it would mean lot if you could have look at my channel to check my music and watch my new video and if like subscribe to it xoxo thanks ps if you like lot my channel you can share it with your friends haha lol marian,1
shireen mazari is female version of sheeda tulli she also fakes having green line to rawalpindi,0
check out this playlist on youtube br,1
trump supporters react to eric bolling being fired by fox news HTTP,1
burning acab skwadart cool streetart pigs HTTP,1
first lady melania trump visiting children hospital in paris she is ray of hope positive genuine and classy HTTP,1
the real story behind like to buy the world coke HTTP cokestory billbacker idliketobuytheworldacoke,0
hello you HTTP,0
lmfao best songs ever,0
to all the kids in this fandom please know the difference between criticism and complaint ok aldubloversinitaly,0
wishing to be friends is quick work but friendship is slow ripening fruit aristotle,0
late lunch mix NUMBER NUMBER pm vibe HTTP fm HTTP some new some old with dj HTTP,0
2a girls basketball shorecrest hopes lumps along the way pay off sports,1
39 ll subscribe to you you look nice,1
,0
action item one of penn state current students hussein altarakmah tweeted 11 didn kill enough of you ers hussein is an imminent threat call email president barron amp demand hussein expulsion president HTTP 814 865 7611 thursdaythoughts terrorfreeschools HTTP,1
